company_brand,sector,stage,amount_usd,what_it_does,year,city
rentomojo,Rental,,2000000.0,"Furniture, electronics, and appliance-centric consumer leasing platform",2020,
zomato,Foodtech,,150000000.0,Online food delivery and restaurant discovery platform,2020,
generico,Pharmacy,,1400000.0,Generic medicine focussed retail chain,2020,Mumbai
highradius,SaaS,series b,125000000.0,"An AI-based platform, to automate accounts receivables and treasury processes.",2020,Hyderabad
chai kings,Beverage,,1000000.0,It offers a range of tea in various flavour,2020,Chennai
rivigo,Logistics,series f,3400000.0,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",2020,Gurugram
buildpan,SaaS,seed,,"It helps developers to test, integrate and deploy apps",2020,Indore
shiksha,Edtech,,181000.0,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,2020,
super surfaces,Deisgning,series a,500000.0,A design solution based company,2020,Hyderabad
quicko,Taxation,,280000.0,Online tax planning and filing platform,2020,Ahmedabad
satin creditcare,Fintech,,15000000.0,A micro finance company,2020,Gurugram
xpressbees,Logistics,,10000000.0,Provides end to end supply chain solutions,2020,
farmerp,Agritech,series a,,Smart agriculture management ERP software platform,2020,Pune
wealth bucket,Fintech,,3000000.0,An online platform for mutual fund investments,2020,
gomechanic,Automobile Technology,series b,14700000.0,Find automobile repair and maintenance service providers,2020,Delhi
fashor,Fashion,pre series a,1000000.0,Women’s fashion and apparel,2020,Chennai
leverage edu,Edtech,,1500000.0,AI enabled marketplace that provides career guidance,2020,Delhi
epifi,Fintech,seed,13200000.0,It offers customers with a single interface for all their financial and banking mandates,2020,
purplle,Cosmetics,,8000000.0,Online makeup and beauty products retailer,2020,Mumbai
shuttl,Transport,series c,8043000.0,App based bus aggregator serice,2020,Delhi
pando,Logitech,series a,9000000.0,Networked logistics management software,2020,Chennai
unbox robotics,AI startup,pre series a,1200000.0,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",2021,Bengaluru
upgrad,Edtech,,120000000.0,UpGrad is an online higher education platform.,2021,Mumbai
lead school,Edtech,series d,30000000.0,LEAD School offers technology based school transformation system that assures excellent learning for every child.,2021,Mumbai
bizongo,B2B E-commerce,series c,51000000.0,Bizongo is a business-to-business online marketplace for packaging products.,2021,Mumbai
fypmoney,Fintech,seed,2000000.0,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2021,Gurugram
urban company,Home services,,188000000.0,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",2021,New Delhi
comofi medtech,Healthtech,,200000.0,Comofi Medtech is a healthcare robotics startup.,2021,Bengaluru
qube health,Healthtech,pre series a,,India's Most Respected Workplace Healthcare Management Company,2021,Mumbai
vitraai,Tech Startup,,,Vitra.ai is an AI-based video translation platform,2021,Bengaluru
taikee,E-commerce,,1000000.0,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",2021,Mumbai
fitterfly,Healthtech,pre series a,3000000.0,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",2021,Mumbai
freestand,B2B service,,100000.0,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,2021,New Delhi
mydentalplan,Helathcare,seed,700000.0,My Dental Plan provides dental care packages and services.,2021,Bengaluru
freyr energy,Renewable Energy,,2000000.0,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2021,Hyderabad
dealshare,E-commerce,,9000000.0,DealShare is a Social Commerce Startup,2021,Jaipur
tessolve,Electronics,,40000000.0,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",2021,Bengaluru
smart joules,Renewable Energy,,49000000.0,Smart Joules is an energy management company.,2021,New Delhi
orai,IT startup,pre series a,400000.0,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,2021,Bengaluru
ixambee,Edtech,seed,300000.0,ixamBee is to provide best online learning experience for preparation of competitive exams.,2021,New Delhi
coinswitch kuber,Fintech,series b,25000000.0,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,2021,Bengaluru
razorpay,Fintech,series e,160000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2021,Bengaluru
uable,Edtech,seed,,Uable offers role based programmes to empower children to explore different domains.,2021,Bengaluru
zfw hospitality,Food & Beverages,pre seed,150000.0,Creating a sustainable and scalable cloud kitchen network.,2021,New Delhi
optimized electrotech,Aeorspace,pre series a,1800000.0,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",2021,Ahmedabad
northern arc,Fintech,,5000000.0,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,2021,Chennai
chara,Deep Tech,seed,850000.0,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",2021,Bengaluru
sirona hygiene,Healthtech,series a,3000000.0,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,2021,New Delhi
pristyn care,Healthtech,series d,53000000.0,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,2021,Gurugram
trulymadly,Dating,pre series a,2000000.0,Trulymadly is a dating platform that uses a match making algorithm.,2021,New Delhi
vidyakul,Edtech,seed,500000.0,Vidyakul is an vernacular e-learning platform that helps state board students to learn academics via pre-recorded and live lectures,2021,
jambox games,Gaming,seed,1100000.0,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",2021,Bengaluru
miko,Robotics,,6000000.0,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",2021,Mumbai
superk,Retail,seed,800000.0,SuperK is a full-stack solution to empower small format retail stores in India.,2021,Small Towns
tagz foods,Food,pre series a,500000.0,TagZ Foods is a supplier of snacks and food products.,2021,Bengaluru
fuel buddy,Oil and Energy,,1000000.0,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,2021,New Delhi
m1xchange,Fintech,,10000000.0,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,2021,Gurugram
ef polymer,AgriTech,,200000.0,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,2021,Rajsamand
boat,Electronics,,6000000.0,boAt is a consumer electronics and lifestyle company.,2021,New Delhi
trunativ,Food & Beverages,seed,,TruNativ Foods & Beverages Pvt Ltd,2021,Mumbai
ibus,Telecommuncation,,21000000.0,iBus Networks is an in-building connectivity solutions company,2021,Bengaluru
puresh daily,Milk startup,seed,100000.0,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,2021,Ranchi
learnvern,Edtech,,1000000.0,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,2021,Ahmedabad
limechat,AI Chatbot,seed,7500000.0,Limechat provides a personalised shopping experience for D2C companies on chat platforms using L3 conversational AI.,2021,Faridabad
dybo,IT,seed,100000.0,Product Visualisation Technology for Commerce,2021,Bengaluru
moeving,Logistics,seed,1000000.0,"Delivering clean, cost-effective and efficient mobility solutions.",2021,Gurugram
wework india,Hospitality,,26000000.0,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",2021,Bengaluru
solethreads,Fashion,series a,1000000.0,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,2021,Gurugram
beldara,E-commerce,,7400000.0,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,Mumbai
credflow,Fintech,seed,2000000.0,CredFlow provides financial solutions to automate your cashflows.,2021,New Delhi
do your thng,Marketing,,1500000.0,World's first shared economy platform for digital assets.,2021,Gurugram
oye rickshaw,Transportation,,3000000.0,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,2021,Gurugram
legitquest,LegalTech,,600000.0,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,2021,New Delhi
swiggy,Food delivery,,800000000.0,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,2021,Bengaluru
antwak,Edtech,seed,,AntWak provides a video platform for e-learning service.,2021,Bengaluru
playshifu,Edtech,series b,17000000.0,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,2021,Bengaluru
pitstop,Automotive,pre series b,3500000.0,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,2021,Bengaluru
cred,Fintech,series d,215000000.0,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,2021,Bengaluru
karnival,SaaS,seed,2500000.0,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2021,Bengaluru
pharmeasy,Healthtech,series e,350000000.0,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",2021,Mumbai
wess,Renewable Energy,seed,2000000.0,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2021,Mumbai
shopse,Fintech,,5500000.0,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,2021,Mumbai
fantasy akhada,Fantasy sports,,600000.0,Fantasy Akhada offers fantasy sports platform for cricket and football.,2021,Gurugram
rage coffee,Food & Beverages,pre series a,,Rage Coffee is infused with plant based vitamins. These 100% natural extracts are typically found in foods.,2021,New Delhi
groww,Fintech,series d,83000000.0,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,2021,Bengaluru
avanti finance,Fintech,series a,26000000.0,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,2021,Bengaluru
kudos,Fintech,pre series a,,"Kudos is a full stack NBFC, a digital lending engine with an in-built API lending protocol layer of over 20+ API’s.",2021,Pune
ofbusiness,Fintech,,110000000.0,OfBusiness is a financing platform that offers smart financing to SMEs.,2021,Gurugram
superproai,Video communication,seed,3000000.0,Enabling independent professionals to bring offline consulting online with AI,2021,Bengaluru
sharechat,Social Media,,500000000.0,ShareChat is a social networking and regional content platform.,2021,Bengaluru
witace,Skill development,seed,1000000.0,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,Gurugram
spinny,Retail,series c,65000000.0,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,2021,Gurugram
alteria capital,Fintech,debt financing,150000000000.0,Alteria Capital is a Venture debt firm .,2021,Mumbai
safexpay,Fintech,,6000000.0,SafexPay is set up with the aim to build digital payments businesses and channel platforms encompassing payment gateways,2021,Thane
pumpumpum,Rental,pre series a,700000.0,Pumpumpum is a car rental company.,2021,Gurugram
speciale invest,Fintech,,10000000.0,Speciale Invest is an early stage investor focusing on Tech-driven/Deep-tech ventures.,2021,Bengaluru
